Your java executable at /usr/bin/java seems suitable
OS is linux
Detected memory: 2000
Starting Freenet 0.7...
STATUS | wrapper  | 2018/09/26 09:14:18 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2019/01/09 08:09:43 | File exists while updating but length is wrong (15792 should be 9452) for update.sh
INFO   | jvm 1    | 2019/01/09 08:09:43 | Preloading update.sh
INFO   | jvm 1    | 2019/01/09 08:09:43 | Will serve freenet-ext.jar for UOM
INFO   | jvm 1    | 2019/01/09 08:09:43 | Got legacy jar, announcing...
INFO   | jvm 1    | 2019/01/09 08:09:43 | Starting FCP server on 127.0.0.1,0:0:0:0:0:0:0:1:9481.
INFO   | jvm 1    | 2019/01/09 08:09:43 | Extra peer data reading and processing completed
INFO   | jvm 1    | 2019/01/09 08:09:43 | Node initialization completed.
INFO   | jvm 1    | 2019/01/09 08:09:43 | Loading official plugin KeyUtils
INFO   | jvm 1    | 2019/01/09 08:09:43 | HmacSHA256: using SunJCE version 1.8
INFO   | jvm 1    | 2019/01/09 08:09:43 | No config file found, creating new: ./plugin-plugins.KeyUtils.KeyUtilsPlugin.ini
INFO   | jvm 1    | 2019/01/09 08:09:44 | Started plugin update fetcher for KeyUtils
INFO   | jvm 1    | 2019/01/09 08:09:44 | Loading official plugin UPnP
INFO   | jvm 1    | 2019/01/09 08:09:44 | Loading official plugin ThawIndexBrowser
INFO   | jvm 1    | 2019/01/09 08:09:44 | Started plugin update fetcher for ThawIndexBrowser
INFO   | jvm 1    | 2019/01/09 08:09:44 | Loading official plugin Library
INFO   | jvm 1    | 2019/01/09 08:09:44 | UPnP Forwarding 2 ports...
INFO   | jvm 1    | 2019/01/09 08:09:44 | Started plugin update fetcher for UPnP
INFO   | jvm 1    | 2019/01/09 08:09:44 | Preloaded update.sh which will be needed when we upgrade.
INFO   | jvm 1    | 2019/01/09 08:09:44 | Started plugin update fetcher for Library
INFO   | jvm 1    | 2019/01/09 08:10:39 | ------------------->15
INFO   | jvm 1    | 2019/01/09 08:10:43 | Trying to connect to 18 seednodes...
INFO   | jvm 1    | 2019/01/09 08:10:49 | Announcement to 78.47.57.252:6668 starting...
INFO   | jvm 1    | 2019/01/09 08:10:49 | Announcement to 78.47.57.252:6668 not accepted (version 1483) .
INFO   | jvm 1    | 2019/01/09 08:10:49 | Announcement to 78.46.63.20:1286 starting...
INFO   | jvm 1    | 2019/01/09 08:10:49 | Announcement to 78.46.63.20:1286 not accepted (version 1480) .
INFO   | jvm 1    | 2019/01/09 08:10:49 | Announcement to 83.145.224.120:49532 starting...
INFO   | jvm 1    | 2019/01/09 08:11:05 | Announcement to 83.145.224.120:49532 added node 178.73.205.193:11258.
INFO   | jvm 1    | 2019/01/09 08:11:37 | Announcement to 83.145.224.120:49532 added node 14.200.149.98:36087.
INFO   | jvm 1    | 2019/01/09 08:11:45 | Found freenet.jar update edition 1481
INFO   | jvm 1    | 2019/01/09 08:11:45 | Found freenet.jar update edition 1483
INFO   | jvm 1    | 2019/01/09 08:11:50 | Announcement to 83.145.224.120:49532 added node 2001:c90:8802:25db:8c77:294:80f7:7a6c:22162.
INFO   | jvm 1    | 2019/01/09 08:11:54 | Announcement to 83.145.224.120:49532 added node 116.70.132.62:8092.
INFO   | jvm 1    | 2019/01/09 08:11:54 | Announcement to 83.145.224.120:49532 added node 153.161.95.19:48020.
INFO   | jvm 1    | 2019/01/09 08:12:24 | Announcement to 83.145.224.120:49532 completed (5 added, 4 not wanted, 9 shallow)
INFO   | jvm 1    | 2019/01/09 08:12:45 | Starting the update process: found the update (1483), now fetching it.
INFO   | jvm 1    | 2019/01/09 08:12:45 | Starting freenet.jar fetch for 1483
INFO   | jvm 1    | 2019/01/09 08:12:56 | Found freenet.jar version 1483
INFO   | jvm 1    | 2019/01/09 08:12:57 | Existing version of freenet-ext.jar is OK for update.
INFO   | jvm 1    | 2019/01/09 08:12:57 | File exists while updating but length is wrong (9452 should be 15792) for update.sh
INFO   | jvm 1    | 2019/01/09 08:12:57 | Preloading update.sh needed for new Freenet update 1483
INFO   | jvm 1    | 2019/01/09 08:12:57 | Found file required by the new Freenet version: jna-platform-4.2.2.jar
INFO   | jvm 1    | 2019/01/09 08:12:57 | Found file required by the new Freenet version: jna-4.2.2.jar
INFO   | jvm 1    | 2019/01/09 08:12:57 | Found file required by the new Freenet version: bcprov-jdk15on-1.59.jar
INFO   | jvm 1    | 2019/01/09 08:12:57 | Assuming non-updated dependency file is current: wrapper.jar
INFO   | jvm 1    | 2019/01/09 08:13:49 | Downloaded update.sh - may be used by next update
INFO   | jvm 1    | 2019/01/09 08:15:03 | ------------------->15
INFO   | jvm 1    | 2019/01/09 08:16:45 | ------------------->15
INFO   | jvm 1    | 2019/01/09 08:17:57 | Deploying update 1483 with 5 dependencies...
INFO   | jvm 1    | 2019/01/09 08:17:57 | Written new main jar to freenet.jar.new
INFO   | jvm 1    | 2019/01/09 08:17:57 | Rewriting wrapper.conf to point to freenet.jar.new rather than freenet.jar (if Freenet fails to start after the update you could try changing wrapper.conf to use the old jar)
INFO   | jvm 1    | 2019/01/09 08:17:57 | Found new dependency wrapper.jar
INFO   | jvm 1    | 2019/01/09 08:17:57 | Found old dependency bcprov-jdk15on-1.59.jar
INFO   | jvm 1    | 2019/01/09 08:17:57 | Found old dependency freenet-ext.jar
INFO   | jvm 1    | 2019/01/09 08:17:57 | Found new dependency jna-4.2.2.jar
INFO   | jvm 1    | 2019/01/09 08:17:57 | Found new dependency jna-platform-4.2.2.jar
INFO   | jvm 1    | 2019/01/09 08:17:57 | Writing dependency wrapper.jar priority -2
INFO   | jvm 1    | 2019/01/09 08:17:57 | Writing dependency bcprov-jdk15on-1.59.jar priority -1
INFO   | jvm 1    | 2019/01/09 08:17:57 | Writing dependency freenet-ext.jar priority 1
INFO   | jvm 1    | 2019/01/09 08:17:57 | Writing dependency jna-4.2.2.jar priority 2
INFO   | jvm 1    | 2019/01/09 08:17:57 | Writing dependency jna-platform-4.2.2.jar priority 3
INFO   | jvm 1    | 2019/01/09 08:17:57 | Rewritten wrapper.conf for build 1483 and 5 dependencies.
STATUS | wrapper  | 2019/01/09 08:17:57 | JVM requested a restart.
INFO   | jvm 1    | 2019/01/09 08:17:58 | Shutting down with exit code 0
INFO   | jvm 1    | 2019/01/09 08:17:59 | Shutting down...
INFO   | jvm 1    | 2019/01/09 08:17:59 | run() exiting for UdpSocketHandler on port -1
INFO   | jvm 1    | 2019/01/09 08:17:59 | run() exiting for UdpSocketHandler on port -1
INFO   | jvm 1    | 2019/01/09 08:17:59 | Writing ./node-throttle.dat on shutdown
INFO   | jvm 1    | 2019/01/09 08:17:59 | Terminating plugin KeyUtils
INFO   | jvm 1    | 2019/01/09 08:17:59 | Terminating plugin ThawIndexBrowser
INFO   | jvm 1    | 2019/01/09 08:17:59 | Terminating plugin UPnP
INFO   | jvm 1    | 2019/01/09 08:17:59 | Stopping FEC decode threads...
INFO   | jvm 1    | 2019/01/09 08:17:59 | Stopping database jobs...
INFO   | jvm 1    | 2019/01/09 08:17:59 | Writing ./client-throttle.dat on shutdown
INFO   | jvm 1    | 2019/01/09 08:17:59 | Terminating plugin Library
INFO   | jvm 1    | 2019/01/09 08:17:59 | Waiting for plugin to finish shutting down: KeyUtils
INFO   | jvm 1    | 2019/01/09 08:17:59 | Waiting for plugin to finish shutting down: ThawIndexBrowser
INFO   | jvm 1    | 2019/01/09 08:17:59 | Waiting for plugin to finish shutting down: UPnP
INFO   | jvm 1    | 2019/01/09 08:17:59 | Waiting for plugin to finish shutting down: Library
INFO   | jvm 1    | 2019/01/09 08:17:59 | All plugins unloaded
INFO   | jvm 1    | 2019/01/09 08:17:59 | Successfully closed store SSK-store
INFO   | jvm 1    | 2019/01/09 08:17:59 | Successfully closed store PUBKEY-store
INFO   | jvm 1    | 2019/01/09 08:17:59 | Successfully closed store PUBKEY-clientcache
INFO   | jvm 1    | 2019/01/09 08:17:59 | Successfully closed store CHK-clientcache
INFO   | jvm 1    | 2019/01/09 08:17:59 | Successfully closed store SSK-cache
INFO   | jvm 1    | 2019/01/09 08:17:59 | Successfully closed store SSK-clientcache
INFO   | jvm 1    | 2019/01/09 08:17:59 | Successfully closed store PUBKEY-cache
INFO   | jvm 1    | 2019/01/09 08:17:59 | Successfully closed store CHK-cache
INFO   | jvm 1    | 2019/01/09 08:19:39 | Waiting for jobs to finish
INFO   | jvm 1    | 2019/01/09 08:19:39 | FEC decoding threads finished.
INFO   | jvm 1    | 2019/01/09 08:19:39 | Saved persistent requests to disk
INFO   | jvm 1    | 2019/01/09 08:19:39 | Completed writing logs to disk.
STATUS | wrapper  | 2019/01/09 08:19:44 | Reloading Wrapper configuration...
STATUS | wrapper  | 2019/01/09 08:19:44 | Launching a JVM...
INFO   | jvm 2    | 2019/01/09 08:19:44 | setpriority() succeeded!
INFO   | jvm 2    | 2019/01/09 08:19:45 | BouncyCastle: BC version 1.59
INFO   | jvm 2    | 2019/01/09 08:19:45 | SunPKCS11-NSS: null
INFO   | jvm 2    | 2019/01/09 08:19:45 | SUN: SUN version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:45 | SunJCE: SunJCE version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:45 | WrapperManager: Initializing...
INFO   | jvm 2    | 2019/01/09 08:19:46 | freenet.jar built with freenet-ext.jar Build #29 rv29 running with ext build 29 rv29
INFO   | jvm 2    | 2019/01/09 08:19:46 | Creating config from freenet.ini
INFO   | jvm 2    | 2019/01/09 08:19:46 | Creating logger...
INFO   | jvm 2    | 2019/01/09 08:19:46 | Set interval to 10 and multiplier to 1
INFO   | jvm 2    | 2019/01/09 08:19:46 |   Starting executor...
INFO   | jvm 2    | 2019/01/09 08:19:46 | Using the NativeThread implementation (base nice level is 10)
INFO   | jvm 2    | 2019/01/09 08:19:46 | Finding old log files. New log file is /home/tester/origin_freenet/logs/freenet-1483-2019-01-09-08.log.gz
INFO   | jvm 2    | 2019/01/09 08:19:46 | Old log file exists for this time period: /home/tester/origin_freenet/logs/freenet-1483-2019-01-09-08.log.gz
INFO   | jvm 2    | 2019/01/09 08:19:46 | Renaming to: /home/tester/origin_freenet/logs/freenet-1483-2019-01-09-08-1.log.gz
INFO   | jvm 2    | 2019/01/09 08:19:46 | Created log files
INFO   | jvm 2    | 2019/01/09 08:19:46 | Updated startssl.pem so that update scripts will work
INFO   | jvm 2    | 2019/01/09 08:19:46 | Initializing Node using Freenet Build #1483 rbuild01483 and freenet-ext Build #29 rv29 with Oracle Corporation JVM version 1.8.0_171 running on amd64 Linux 4.4.0-62-generic
INFO   | jvm 2    | 2019/01/09 08:19:46 | Set fproxy max length to 2306867 and max length with progress to 57671680 = 57671680
INFO   | jvm 2    | 2019/01/09 08:19:46 | Starting FProxy on 127.0.0.1,0:0:0:0:0:0:0:1:8889
INFO   | jvm 2    | 2019/01/09 08:19:46 | SHA1: using SUN version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:46 | MD5: using SUN version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:46 | SHA-256: using SUN version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:46 | SHA-384: using SUN version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:46 | SHA-512: using SUN version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:46 | AES/CTR/NOPADDING (SunJCE version 1.8): 653688ns
INFO   | jvm 2    | 2019/01/09 08:19:46 | AES/CTR/NOPADDING (BC version 1.59): 2027872ns
INFO   | jvm 2    | 2019/01/09 08:19:46 | Using JCA cipher provider: SunJCE version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:47 | Trying to read master keys file...
INFO   | jvm 2    | 2019/01/09 08:19:47 | Read old master keys file
INFO   | jvm 2    | 2019/01/09 08:19:47 | FNP port created on 0.0.0.0:41312
INFO   | jvm 2    | 2019/01/09 08:19:47 | Testnet mode DISABLED. You may have some level of anonymity. :)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Note that this version of Freenet is still a very early alpha, and may well have numerous bugs and design flaws.
INFO   | jvm 2    | 2019/01/09 08:19:47 | In particular: YOU ARE WIDE OPEN TO YOUR IMMEDIATE PEERS! They can eavesdrop on your requests with relatively little difficulty at present (correlation attacks etc).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Creating PeerManager
INFO   | jvm 2    | 2019/01/09 08:19:47 | Memory is 247MB
INFO   | jvm 2    | 2019/01/09 08:19:47 | Setting standard 500 thread limit. This should be enough for most nodes but more memory is usually a good thing.
INFO   | jvm 2    | 2019/01/09 08:19:47 | Deleted 177 of 177 temporary files (0 non-temp files in temp directory) in 0s
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing USK Manager
INFO   | jvm 2    | 2019/01/09 08:19:47 | Loading cache of request statuses...
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing Node Updater
INFO   | jvm 2    | 2019/01/09 08:19:47 | FNP port created on 0.0.0.0:50554
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing CHK Datastore (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/CHK-store.slotfilter) for CHK-store is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Datastore(CHK-store) is dirty.
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter still needs rebuilding
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing CHK Datacache (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/CHK-cache.slotfilter) for CHK-cache is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing PUBKEY Datastore (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/PUBKEY-store.slotfilter) for PUBKEY-store is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing PUBKEY Datacache (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/PUBKEY-cache.slotfilter) for PUBKEY-cache is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing SSK Datastore (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/SSK-store.slotfilter) for SSK-store is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing SSK Datacache (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/SSK-cache.slotfilter) for SSK-cache is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing CHK Dataclientcache (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/CHK-clientcache.slotfilter) for CHK-clientcache is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing PUBKEY Dataclientcache (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/PUBKEY-clientcache.slotfilter) for PUBKEY-clientcache is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing SSK Dataclientcache (6509 keys)
INFO   | jvm 2    | 2019/01/09 08:19:47 | Slot filter (./datastore/SSK-clientcache.slotfilter) for SSK-clientcache is loaded (new=false).
INFO   | jvm 2    | 2019/01/09 08:19:47 | Max packet size: 1232
INFO   | jvm 2    | 2019/01/09 08:19:47 | Max packet size: 1232
INFO   | jvm 2    | 2019/01/09 08:19:47 | Initializing Plugin Manager
INFO   | jvm 2    | 2019/01/09 08:19:47 | Node constructor completed
INFO   | jvm 2    | 2019/01/09 08:19:47 | Read 0 darknet peers from ./peers-41312
INFO   | jvm 2    | 2019/01/09 08:19:47 | Starting DNSRequester
INFO   | jvm 2    | 2019/01/09 08:19:47 | Created uptime estimator, time offset is 7380 uptime at startup is 0.48
INFO   | jvm 2    | 2019/01/09 08:19:48 | Read 14 opennet peers from ./openpeers-50554
INFO   | jvm 2    | 2019/01/09 08:19:48 | Read 1 old-opennet-peers from ./openpeers-old-50554
INFO   | jvm 2    | 2019/01/09 08:19:48 | Not attempting immediate announcement: dark peers=0 open peers=5 old open peers=1 - will wait 1 minute...
INFO   | jvm 2    | 2019/01/09 08:19:48 | Starting PacketSender
INFO   | jvm 2    | 2019/01/09 08:19:48 | Starting Ticker
INFO   | jvm 2    | 2019/01/09 08:19:48 | Using wrapper correctly: freenet.node.NodeStarter@5771ca1
INFO   | jvm 2    | 2019/01/09 08:19:48 | Freenet 0.7.5 Build #1483 rbuild01483
INFO   | jvm 2    | 2019/01/09 08:19:48 | FNP port is on 0.0.0.0:41312
INFO   | jvm 2    | 2019/01/09 08:19:48 | Will serve freenet-ext.jar for UOM
INFO   | jvm 2    | 2019/01/09 08:19:48 | Multi-file replace: Nothing to do for wrapper-update-unix.
INFO   | jvm 2    | 2019/01/09 08:19:48 | Preloading jna-platform-4.2.2.jar for the next update...
INFO   | jvm 2    | 2019/01/09 08:19:48 | Preloading jna-platform-4.2.2.jar needed for new Freenet update 1483
INFO   | jvm 2    | 2019/01/09 08:19:48 | Preloading jna-4.2.2.jar for the next update...
INFO   | jvm 2    | 2019/01/09 08:19:48 | Preloading jna-4.2.2.jar needed for new Freenet update 1483
INFO   | jvm 2    | 2019/01/09 08:19:48 | Will serve bcprov-jdk15on-1.59.jar for UOM
INFO   | jvm 2    | 2019/01/09 08:19:48 | Got legacy jar, announcing...
INFO   | jvm 2    | 2019/01/09 08:19:48 | Starting FCP server on 127.0.0.1,0:0:0:0:0:0:0:1:9481.
INFO   | jvm 2    | 2019/01/09 08:19:48 | Extra peer data reading and processing completed
INFO   | jvm 2    | 2019/01/09 08:19:48 | Node initialization completed.
INFO   | jvm 2    | 2019/01/09 08:19:48 | Loading official plugin Library
INFO   | jvm 2    | 2019/01/09 08:19:48 | Loading official plugin ThawIndexBrowser
INFO   | jvm 2    | 2019/01/09 08:19:48 | Found freenet.jar update edition 1483
INFO   | jvm 2    | 2019/01/09 08:19:48 | Cancelling fetch for 1483: not newer than current version 1483
INFO   | jvm 2    | 2019/01/09 08:19:48 | HmacSHA256: using SunJCE version 1.8
INFO   | jvm 2    | 2019/01/09 08:19:48 | Started plugin update fetcher for ThawIndexBrowser
INFO   | jvm 2    | 2019/01/09 08:19:49 | Loading official plugin KeyUtils
INFO   | jvm 2    | 2019/01/09 08:19:49 | Started plugin update fetcher for Library
INFO   | jvm 2    | 2019/01/09 08:19:49 | No config file found, creating new: ./plugin-plugins.KeyUtils.KeyUtilsPlugin.ini
INFO   | jvm 2    | 2019/01/09 08:19:49 | Started plugin update fetcher for KeyUtils
INFO   | jvm 2    | 2019/01/09 08:19:49 | Loading official plugin UPnP
INFO   | jvm 2    | 2019/01/09 08:19:49 | UPnP Forwarding 2 ports...
INFO   | jvm 2    | 2019/01/09 08:19:49 | Started plugin update fetcher for UPnP
INFO   | jvm 2    | 2019/01/09 08:19:49 | Successfully fetched seednodes.fref for version 1483
INFO   | jvm 2    | 2019/01/09 08:19:51 | Preloaded jna-platform-4.2.2.jar which will be needed when we upgrade.
INFO   | jvm 2    | 2019/01/09 08:19:51 | Will serve jna-platform-4.2.2.jar for UOM
INFO   | jvm 2    | 2019/01/09 08:19:53 | Preloaded jna-4.2.2.jar which will be needed when we upgrade.
INFO   | jvm 2    | 2019/01/09 08:19:53 | Will serve jna-4.2.2.jar for UOM
INFO   | jvm 2    | 2019/01/09 08:19:53 | Got main jar version 1483 from (local)
INFO   | jvm 2    | 2019/01/09 08:19:53 | Found freenet.jar version 1483
INFO   | jvm 2    | 2019/01/09 08:19:54 | Successfully fetched IpToCountry.dat for version 1483
INFO   | jvm 2    | 2019/01/09 08:19:54 | Existing version of freenet-ext.jar is OK for update.
INFO   | jvm 2    | 2019/01/09 08:19:54 | Found file required by the new Freenet version: update.sh
INFO   | jvm 2    | 2019/01/09 08:19:54 | Found file required by the new Freenet version: jna-platform-4.2.2.jar
INFO   | jvm 2    | 2019/01/09 08:19:54 | Found file required by the new Freenet version: jna-4.2.2.jar
INFO   | jvm 2    | 2019/01/09 08:19:54 | Found file required by the new Freenet version: bcprov-jdk15on-1.59.jar
INFO   | jvm 2    | 2019/01/09 08:19:54 | Assuming non-updated dependency file is current: wrapper.jar
INFO   | jvm 2    | 2019/01/09 08:21:16 | Trying to connect to 18 seednodes...
INFO   | jvm 2    | 2019/01/09 08:21:22 | Announcement to 78.47.57.252:6668 starting...
INFO   | jvm 2    | 2019/01/09 08:21:22 | Announcement to 92.222.83.71:28477 starting...
INFO   | jvm 2    | 2019/01/09 08:21:22 | Announcement to 83.145.224.120:49532 starting...
INFO   | jvm 2    | 2019/01/09 08:21:22 | Announcement to 78.46.63.20:1286 starting...
INFO   | jvm 2    | 2019/01/09 08:21:22 | Announcement to 78.47.57.252:6668 not accepted (version 1483) .
INFO   | jvm 2    | 2019/01/09 08:21:22 | Announcement to 78.46.63.20:1286 not accepted (version 1480) .
INFO   | jvm 2    | 2019/01/09 08:21:48 | Announcement to 92.222.83.71:28477 completed (0 added, 2 not wanted, 16 shallow)
INFO   | jvm 2    | 2019/01/09 08:21:49 | Announcement to 83.145.224.120:49532 completed (0 added, 2 not wanted, 16 shallow)
INFO   | jvm 2    | 2019/01/09 08:24:30 | CHK-store cleaner in progress: 0/6509
INFO   | jvm 2    | 2019/01/09 08:24:30 | CHK-store cleaner finished successfully.
STATUS | wrapper  | 2019/01/09 09:34:20 | Anchor file deleted.  Shutting down.
INFO   | jvm 2    | 2019/01/09 09:34:20 | Shutting down with exit code 0
INFO   | jvm 2    | 2019/01/09 09:34:21 | Shutting down...
INFO   | jvm 2    | 2019/01/09 09:34:21 | run() exiting for UdpSocketHandler on port -1
INFO   | jvm 2    | 2019/01/09 09:34:21 | run() exiting for UdpSocketHandler on port -1
INFO   | jvm 2    | 2019/01/09 09:34:21 | Writing ./node-throttle.dat on shutdown
INFO   | jvm 2    | 2019/01/09 09:34:21 | Stopping database jobs...
INFO   | jvm 2    | 2019/01/09 09:34:21 | Stopping FEC decode threads...
INFO   | jvm 2    | 2019/01/09 09:34:21 | Terminating plugin ThawIndexBrowser
INFO   | jvm 2    | 2019/01/09 09:34:21 | Terminating plugin Library
INFO   | jvm 2    | 2019/01/09 09:34:21 | Terminating plugin KeyUtils
INFO   | jvm 2    | 2019/01/09 09:34:21 | Terminating plugin UPnP
INFO   | jvm 2    | 2019/01/09 09:34:21 | Writing ./client-throttle.dat on shutdown
INFO   | jvm 2    | 2019/01/09 09:34:21 | Waiting for plugin to finish shutting down: ThawIndexBrowser
INFO   | jvm 2    | 2019/01/09 09:34:21 | Waiting for plugin to finish shutting down: Library
INFO   | jvm 2    | 2019/01/09 09:34:21 | Waiting for plugin to finish shutting down: KeyUtils
INFO   | jvm 2    | 2019/01/09 09:34:21 | Waiting for plugin to finish shutting down: UPnP
INFO   | jvm 2    | 2019/01/09 09:34:21 | All plugins unloaded
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store PUBKEY-store
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store SSK-clientcache
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store PUBKEY-clientcache
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store SSK-store
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store CHK-clientcache
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store CHK-cache
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store CHK-store
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store SSK-cache
INFO   | jvm 2    | 2019/01/09 09:34:21 | Successfully closed store PUBKEY-cache
INFO   | jvm 2    | 2019/01/09 09:34:21 | Waiting for jobs to finish
INFO   | jvm 2    | 2019/01/09 09:34:21 | Failed to write persistent requests: java.io.IOException: No such file or directory
INFO   | jvm 2    | 2019/01/09 09:34:21 | java.io.IOException: No such file or directory
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at java.io.UnixFileSystem.createFileExclusively(Native Method)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at java.io.File.createTempFile(File.java:2024)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.support.io.BaseFileBucket.getTempfile(BaseFileBucket.java:162)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.support.io.BaseFileBucket.getOutputStreamUnbuffered(BaseFileBucket.java:111)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.crypt.AEADCryptBucket.getOutputStreamUnbuffered(AEADCryptBucket.java:57)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.crypt.AEADCryptBucket.getOutputStream(AEADCryptBucket.java:48)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.client.async.ClientLayerPersister.innerSave(ClientLayerPersister.java:579)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.client.async.ClientLayerPersister.save(ClientLayerPersister.java:563)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.client.async.ClientLayerPersister.innerCheckpoint(ClientLayerPersister.java:555)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.client.async.PersistentJobRunnerImpl.checkpoint(PersistentJobRunnerImpl.java:206)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.client.async.PersistentJobRunnerImpl.waitForIdleAndCheckpoint(PersistentJobRunnerImpl.java:340)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.node.NodeClientCore$8.realRun(NodeClientCore.java:471)
INFO   | jvm 2    | 2019/01/09 09:34:21 | 	at freenet.support.io.NativeThread.run(NativeThread.java:156)
INFO   | jvm 2    | 2019/01/09 09:34:21 | Saved persistent requests to disk
INFO   | jvm 2    | 2019/01/09 09:34:21 | FEC decoding threads finished.
INFO   | jvm 2    | 2019/01/09 09:34:21 | Completed writing logs to disk.
STATUS | wrapper  | 2019/01/09 09:34:22 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/01/09 10:53:47 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2019/01/09 10:53:47 | Java Service Wrapper Community Edition 64-bit 3.5.20
STATUS | wrapper  | 2019/01/09 10:53:47 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2019/01/09 10:53:47 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2019/01/09 10:53:47 | 
STATUS | wrapper  | 2019/01/09 10:53:47 | Launching a JVM...
INFO   | jvm 1    | 2019/01/09 10:53:48 | setpriority() succeeded!
INFO   | jvm 1    | 2019/01/09 10:53:49 | BouncyCastle: BC version 1.59
INFO   | jvm 1    | 2019/01/09 10:53:49 | SunPKCS11-NSS: null
INFO   | jvm 1    | 2019/01/09 10:53:49 | SUN: SUN version 1.8
INFO   | jvm 1    | 2019/01/09 10:53:49 | SunJCE: SunJCE version 1.8
INFO   | jvm 1    | 2019/01/09 10:53:49 | WrapperManager: Initializing...
INFO   | jvm 1    | 2019/01/09 10:53:49 | freenet.jar built with freenet-ext.jar Build #29 rv29 running with ext build 29 rv29
INFO   | jvm 1    | 2019/01/09 10:53:49 | Creating config from freenet.ini
INFO   | jvm 1    | 2019/01/09 10:53:49 | Creating logger...
INFO   | jvm 1    | 2019/01/09 10:53:49 | Set interval to 10 and multiplier to 1
INFO   | jvm 1    | 2019/01/09 10:53:49 |   Starting executor...
INFO   | jvm 1    | 2019/01/09 10:53:49 | Using the NativeThread implementation (base nice level is 10)
INFO   | jvm 1    | 2019/01/09 10:53:49 | Finding old log files. New log file is /home/tester/ultimate/freenet/logs/freenet-1483-2019-01-09-10.log.gz
INFO   | jvm 1    | 2019/01/09 10:53:49 | Created log files
